29
4
23
17
39
13
52
10
43
12
51
50
33
1
49
45
18
31
25
3
47
27
41
36
42
6
30
20
38
37
7
9
44
15
40
28
34
14
21
22
5
24
35
16
48
32
46
8
2
19
11
26
